,Itemset Number,Itemset,Support
1933,3,"('HDD', 'Keyboard', 'Mouse')",12
1934,3,"('HDD', 'Keyboard', 'Optical Drive')",17
1935,3,"('HDD', 'Keyboard', 'Power Supply')",11
1936,3,"('HDD', 'Keyboard', 'RAM')",14
1937,3,"('HDD', 'Keyboard', 'RGB Lighting')",14
1938,3,"('HDD', 'Keyboard', 'SSD')",12
1939,3,"('HDD', 'Keyboard', 'Sound Card')",19
1940,3,"('HDD', 'Keyboard', 'Speakers')",13
1941,3,"('HDD', 'Keyboard', 'Surge Protector')",15
1942,3,"('HDD', 'Keyboard', 'Thermal Paste')",17
1943,3,"('HDD', 'Keyboard', 'UPS')",16
1944,3,"('HDD', 'Keyboard', 'USB Hub')",13
1945,3,"('HDD', 'Keyboard', 'Webcam')",18
1946,3,"('HDD', 'Monitor', 'Motherboard')",13
1947,3,"('HDD', 'Monitor', 'Mouse')",13
1948,3,"('HDD', 'Monitor', 'Network Card')",14
1949,3,"('HDD', 'Monitor', 'Optical Drive')",12
1950,3,"('HDD', 'Monitor', 'RAM')",13
1951,3,"('HDD', 'Monitor', 'RGB Lighting')",14
1952,3,"('HDD', 'Monitor', 'SSD')",14
1953,3,"('HDD', 'Monitor', 'Sound Card')",13
1954,3,"('HDD', 'Monitor', 'Speakers')",12
1955,3,"('HDD', 'Monitor', 'Surge Protector')",14
1956,3,"('HDD', 'Monitor', 'Thermal Paste')",13
1957,3,"('HDD', 'Monitor', 'UPS')",18
1958,3,"('HDD', 'Monitor', 'Webcam')",14
1959,3,"('HDD', 'Motherboard', 'Mouse')",12
1960,3,"('HDD', 'Motherboard', 'Power Supply')",10
1961,3,"('HDD', 'Motherboard', 'RAM')",17
1962,3,"('HDD', 'Motherboard', 'RGB Lighting')",16
1963,3,"('HDD', 'Motherboard', 'Sound Card')",14
1964,3,"('HDD', 'Motherboard', 'Surge Protector')",15
1965,3,"('HDD', 'Motherboard', 'Thermal Paste')",14
1966,3,"('HDD', 'Motherboard', 'UPS')",17
1967,3,"('HDD', 'Motherboard', 'USB Hub')",20
1968,3,"('HDD', 'Mouse', 'Network Card')",15
1969,3,"('HDD', 'Mouse', 'Optical Drive')",20
1970,3,"('HDD', 'Mouse', 'Power Supply')",11
1971,3,"('HDD', 'Mouse', 'RAM')",22
1972,3,"('HDD', 'Mouse', 'RGB Lighting')",19
1973,3,"('HDD', 'Mouse', 'SSD')",21
1974,3,"('HDD', 'Mouse', 'Sound Card')",17
1975,3,"('HDD', 'Mouse', 'Speakers')",13
1976,3,"('HDD', 'Mouse', 'Surge Protector')",17
1977,3,"('HDD', 'Mouse', 'Thermal Paste')",17
1978,3,"('HDD', 'Mouse', 'UPS')",19
1979,3,"('HDD', 'Mouse', 'USB Hub')",16
1980,3,"('HDD', 'Mouse', 'Webcam')",17
1981,3,"('HDD', 'Network Card', 'Optical Drive')",12
1982,3,"('HDD', 'Network Card', 'Power Supply')",13
1983,3,"('HDD', 'Network Card', 'RAM')",20
1984,3,"('HDD', 'Network Card', 'RGB Lighting')",16
1985,3,"('HDD', 'Network Card', 'SSD')",12
1986,3,"('HDD', 'Network Card', 'Sound Card')",11
1987,3,"('HDD', 'Network Card', 'Speakers')",13
1988,3,"('HDD', 'Network Card', 'Surge Protector')",17
1989,3,"('HDD', 'Network Card', 'Thermal Paste')",15
1990,3,"('HDD', 'Network Card', 'UPS')",18
1991,3,"('HDD', 'Network Card', 'USB Hub')",16
1992,3,"('HDD', 'Network Card', 'Webcam')",13
1993,3,"('HDD', 'Optical Drive', 'Power Supply')",13
1994,3,"('HDD', 'Optical Drive', 'RAM')",17
1995,3,"('HDD', 'Optical Drive', 'RGB Lighting')",18
1996,3,"('HDD', 'Optical Drive', 'SSD')",22
1997,3,"('HDD', 'Optical Drive', 'Sound Card')",20
1998,3,"('HDD', 'Optical Drive', 'Speakers')",17
1999,3,"('HDD', 'Optical Drive', 'Surge Protector')",15
2000,3,"('HDD', 'Optical Drive', 'Thermal Paste')",20
2001,3,"('HDD', 'Optical Drive', 'UPS')",17
2002,3,"('HDD', 'Optical Drive', 'USB Hub')",17
2003,3,"('HDD', 'Optical Drive', 'Webcam')",22
2004,3,"('HDD', 'Power Supply', 'RAM')",15
2005,3,"('HDD', 'Power Supply', 'RGB Lighting')",21
2006,3,"('HDD', 'Power Supply', 'SSD')",18
2007,3,"('HDD', 'Power Supply', 'Sound Card')",11
2008,3,"('HDD', 'Power Supply', 'Speakers')",12
2009,3,"('HDD', 'Power Supply', 'Surge Protector')",16
2010,3,"('HDD', 'Power Supply', 'Thermal Paste')",13
2011,3,"('HDD', 'Power Supply', 'UPS')",17
2012,3,"('HDD', 'Power Supply', 'USB Hub')",20
2013,3,"('HDD', 'Power Supply', 'Webcam')",12
2014,3,"('HDD', 'RAM', 'RGB Lighting')",24
2015,3,"('HDD', 'RAM', 'SSD')",11
2016,3,"('HDD', 'RAM', 'Sound Card')",16
2017,3,"('HDD', 'RAM', 'Speakers')",12
2018,3,"('HDD', 'RAM', 'Surge Protector')",18
2019,3,"('HDD', 'RAM', 'Thermal Paste')",16
2020,3,"('HDD', 'RAM', 'UPS')",17
2021,3,"('HDD', 'RAM', 'USB Hub')",17
2022,3,"('HDD', 'RAM', 'Webcam')",14
2023,3,"('HDD', 'RGB Lighting', 'SSD')",12
2024,3,"('HDD', 'RGB Lighting', 'Sound Card')",25
2025,3,"('HDD', 'RGB Lighting', 'Speakers')",18
2026,3,"('HDD', 'RGB Lighting', 'Surge Protector')",24
2027,3,"('HDD', 'RGB Lighting', 'Thermal Paste')",14
2028,3,"('HDD', 'RGB Lighting', 'UPS')",23
2029,3,"('HDD', 'RGB Lighting', 'USB Hub')",14
2030,3,"('HDD', 'RGB Lighting', 'Webcam')",19
2031,3,"('HDD', 'SSD', 'Sound Card')",17
2032,3,"('HDD', 'SSD', 'Speakers')",11
2033,3,"('HDD', 'SSD', 'Surge Protector')",19
2034,3,"('HDD', 'SSD', 'Thermal Paste')",16
2035,3,"('HDD', 'SSD', 'UPS')",19
2036,3,"('HDD', 'SSD', 'USB Hub')",23
2037,3,"('HDD', 'SSD', 'Webcam')",16
2038,3,"('HDD', 'Sound Card', 'Speakers')",17
2039,3,"('HDD', 'Sound Card', 'Surge Protector')",11
2040,3,"('HDD', 'Sound Card', 'Thermal Paste')",24
2041,3,"('HDD', 'Sound Card', 'UPS')",16
2042,3,"('HDD', 'Sound Card', 'USB Hub')",17
2043,3,"('HDD', 'Sound Card', 'Webcam')",21
2044,3,"('HDD', 'Speakers', 'Surge Protector')",13
2045,3,"('HDD', 'Speakers', 'Thermal Paste')",16
2046,3,"('HDD', 'Speakers', 'UPS')",15
2047,3,"('HDD', 'Speakers', 'USB Hub')",14
2048,3,"('HDD', 'Speakers', 'Webcam')",18
2049,3,"('HDD', 'Surge Protector', 'Thermal Paste')",15
2050,3,"('HDD', 'Surge Protector', 'UPS')",22
2051,3,"('HDD', 'Surge Protector', 'USB Hub')",20
2052,3,"('HDD', 'Surge Protector', 'Webcam')",18
2053,3,"('HDD', 'Thermal Paste', 'UPS')",20
2054,3,"('HDD', 'Thermal Paste', 'USB Hub')",16
2055,3,"('HDD', 'Thermal Paste', 'Webcam')",14
2056,3,"('HDD', 'UPS', 'USB Hub')",16
2057,3,"('HDD', 'UPS', 'Webcam')",11
2058,3,"('HDD', 'USB Hub', 'Webcam')",18
2059,3,"('Headset', 'Keyboard', 'Monitor')",16
2060,3,"('Headset', 'Keyboard', 'Motherboard')",19
2061,3,"('Headset', 'Keyboard', 'Mouse')",15
2062,3,"('Headset', 'Keyboard', 'Network Card')",16
2063,3,"('Headset', 'Keyboard', 'Optical Drive')",21
2064,3,"('Headset', 'Keyboard', 'Power Supply')",15
2065,3,"('Headset', 'Keyboard', 'RAM')",18
2066,3,"('Headset', 'Keyboard', 'RGB Lighting')",19
2067,3,"('Headset', 'Keyboard', 'SSD')",14
2068,3,"('Headset', 'Keyboard', 'Sound Card')",16
2069,3,"('Headset', 'Keyboard', 'Speakers')",17
2070,3,"('Headset', 'Keyboard', 'Surge Protector')",14
2071,3,"('Headset', 'Keyboard', 'Thermal Paste')",16
2072,3,"('Headset', 'Keyboard', 'UPS')",21
2073,3,"('Headset', 'Keyboard', 'USB Hub')",22
2074,3,"('Headset', 'Keyboard', 'Webcam')",18
2075,3,"('Headset', 'Monitor', 'Mouse')",11
2076,3,"('Headset', 'Monitor', 'Network Card')",13
2077,3,"('Headset', 'Monitor', 'Optical Drive')",12
2078,3,"('Headset', 'Monitor', 'RGB Lighting')",12
2079,3,"('Headset', 'Monitor', 'SSD')",11
2080,3,"('Headset', 'Monitor', 'Sound Card')",19
2081,3,"('Headset', 'Monitor', 'Surge Protector')",10
2082,3,"('Headset', 'Monitor', 'Thermal Paste')",12
2083,3,"('Headset', 'Monitor', 'UPS')",20
2084,3,"('Headset', 'Monitor', 'USB Hub')",12
2085,3,"('Headset', 'Monitor', 'Webcam')",11
2086,3,"('Headset', 'Motherboard', 'Mouse')",21
2087,3,"('Headset', 'Motherboard', 'Network Card')",11
2088,3,"('Headset', 'Motherboard', 'Optical Drive')",14
2089,3,"('Headset', 'Motherboard', 'Power Supply')",17
2090,3,"('Headset', 'Motherboard', 'RAM')",18
2091,3,"('Headset', 'Motherboard', 'RGB Lighting')",14
2092,3,"('Headset', 'Motherboard', 'SSD')",18
2093,3,"('Headset', 'Motherboard', 'Sound Card')",11
2094,3,"('Headset', 'Motherboard', 'Speakers')",15
2095,3,"('Headset', 'Motherboard', 'Surge Protector')",20
2096,3,"('Headset', 'Motherboard', 'Thermal Paste')",21
2097,3,"('Headset', 'Motherboard', 'UPS')",23
2098,3,"('Headset', 'Motherboard', 'USB Hub')",21
2099,3,"('Headset', 'Motherboard', 'Webcam')",15
2100,3,"('Headset', 'Mouse', 'Network Card')",19
2101,3,"('Headset', 'Mouse', 'Optical Drive')",19
2102,3,"('Headset', 'Mouse', 'Power Supply')",16
2103,3,"('Headset', 'Mouse', 'RAM')",17
2104,3,"('Headset', 'Mouse', 'RGB Lighting')",15
2105,3,"('Headset', 'Mouse', 'SSD')",20
2106,3,"('Headset', 'Mouse', 'Sound Card')",17
2107,3,"('Headset', 'Mouse', 'Speakers')",14
2108,3,"('Headset', 'Mouse', 'Surge Protector')",16
2109,3,"('Headset', 'Mouse', 'Thermal Paste')",20
2110,3,"('Headset', 'Mouse', 'UPS')",19
2111,3,"('Headset', 'Mouse', 'USB Hub')",17
2112,3,"('Headset', 'Mouse', 'Webcam')",12
2113,3,"('Headset', 'Network Card', 'Optical Drive')",16
2114,3,"('Headset', 'Network Card', 'Power Supply')",14
2115,3,"('Headset', 'Network Card', 'RAM')",12
2116,3,"('Headset', 'Network Card', 'RGB Lighting')",14
2117,3,"('Headset', 'Network Card', 'SSD')",13
2118,3,"('Headset', 'Network Card', 'Sound Card')",22
2119,3,"('Headset', 'Network Card', 'Speakers')",18
2120,3,"('Headset', 'Network Card', 'Surge Protector')",20
2121,3,"('Headset', 'Network Card', 'Thermal Paste')",20
2122,3,"('Headset', 'Network Card', 'UPS')",19
2123,3,"('Headset', 'Network Card', 'USB Hub')",12
2124,3,"('Headset', 'Network Card', 'Webcam')",17
2125,3,"('Headset', 'Optical Drive', 'Power Supply')",20
2126,3,"('Headset', 'Optical Drive', 'RAM')",13
2127,3,"('Headset', 'Optical Drive', 'RGB Lighting')",13
2128,3,"('Headset', 'Optical Drive', 'SSD')",15
2129,3,"('Headset', 'Optical Drive', 'Sound Card')",19
2130,3,"('Headset', 'Optical Drive', 'Speakers')",17
2131,3,"('Headset', 'Optical Drive', 'Thermal Paste')",23
2132,3,"('Headset', 'Optical Drive', 'UPS')",15
2133,3,"('Headset', 'Optical Drive', 'USB Hub')",14
2134,3,"('Headset', 'Optical Drive', 'Webcam')",20
2135,3,"('Headset', 'Power Supply', 'RAM')",13
2136,3,"('Headset', 'Power Supply', 'RGB Lighting')",14
2137,3,"('Headset', 'Power Supply', 'SSD')",14
2138,3,"('Headset', 'Power Supply', 'Sound Card')",13
2139,3,"('Headset', 'Power Supply', 'Speakers')",16
2140,3,"('Headset', 'Power Supply', 'Surge Protector')",10
2141,3,"('Headset', 'Power Supply', 'Thermal Paste')",18
2142,3,"('Headset', 'Power Supply', 'UPS')",20
2143,3,"('Headset', 'Power Supply', 'USB Hub')",13
2144,3,"('Headset', 'Power Supply', 'Webcam')",13
2145,3,"('Headset', 'RAM', 'RGB Lighting')",16
2146,3,"('Headset', 'RAM', 'SSD')",15
2147,3,"('Headset', 'RAM', 'Sound Card')",13
2148,3,"('Headset', 'RAM', 'Speakers')",16
2149,3,"('Headset', 'RAM', 'Surge Protector')",16
2150,3,"('Headset', 'RAM', 'Thermal Paste')",14
2151,3,"('Headset', 'RAM', 'UPS')",15
2152,3,"('Headset', 'RAM', 'USB Hub')",20
2153,3,"('Headset', 'RAM', 'Webcam')",13
2154,3,"('Headset', 'RGB Lighting', 'SSD')",18
2155,3,"('Headset', 'RGB Lighting', 'Sound Card')",19
2156,3,"('Headset', 'RGB Lighting', 'Speakers')",16
2157,3,"('Headset', 'RGB Lighting', 'Surge Protector')",17
2158,3,"('Headset', 'RGB Lighting', 'Thermal Paste')",18
2159,3,"('Headset', 'RGB Lighting', 'UPS')",18
2160,3,"('Headset', 'RGB Lighting', 'USB Hub')",20
2161,3,"('Headset', 'RGB Lighting', 'Webcam')",12
2162,3,"('Headset', 'SSD', 'Sound Card')",13
2163,3,"('Headset', 'SSD', 'Surge Protector')",11
2164,3,"('Headset', 'SSD', 'Thermal Paste')",19
2165,3,"('Headset', 'SSD', 'UPS')",15
2166,3,"('Headset', 'SSD', 'USB Hub')",19
2167,3,"('Headset', 'SSD', 'Webcam')",15
2168,3,"('Headset', 'Sound Card', 'Speakers')",15
2169,3,"('Headset', 'Sound Card', 'Surge Protector')",15
2170,3,"('Headset', 'Sound Card', 'Thermal Paste')",23
2171,3,"('Headset', 'Sound Card', 'UPS')",21
2172,3,"('Headset', 'Sound Card', 'USB Hub')",15
2173,3,"('Headset', 'Sound Card', 'Webcam')",16
2174,3,"('Headset', 'Speakers', 'Surge Protector')",14
2175,3,"('Headset', 'Speakers', 'Thermal Paste')",15
2176,3,"('Headset', 'Speakers', 'UPS')",17
2177,3,"('Headset', 'Speakers', 'USB Hub')",14
2178,3,"('Headset', 'Speakers', 'Webcam')",12
2179,3,"('Headset', 'Surge Protector', 'Thermal Paste')",11
2180,3,"('Headset', 'Surge Protector', 'UPS')",22
2181,3,"('Headset', 'Surge Protector', 'USB Hub')",19
2182,3,"('Headset', 'Surge Protector', 'Webcam')",14
2183,3,"('Headset', 'Thermal Paste', 'UPS')",19
2184,3,"('Headset', 'Thermal Paste', 'USB Hub')",14
2185,3,"('Headset', 'Thermal Paste', 'Webcam')",16
2186,3,"('Headset', 'UPS', 'USB Hub')",18
2187,3,"('Headset', 'UPS', 'Webcam')",14
2188,3,"('Headset', 'USB Hub', 'Webcam')",13
2189,3,"('Keyboard', 'Monitor', 'Motherboard')",15
2190,3,"('Keyboard', 'Monitor', 'Mouse')",20
2191,3,"('Keyboard', 'Monitor', 'Network Card')",13
2192,3,"('Keyboard', 'Monitor', 'Optical Drive')",15
2193,3,"('Keyboard', 'Monitor', 'RAM')",15
2194,3,"('Keyboard', 'Monitor', 'RGB Lighting')",14
2195,3,"('Keyboard', 'Monitor', 'SSD')",16
2196,3,"('Keyboard', 'Monitor', 'Sound Card')",20
2197,3,"('Keyboard', 'Monitor', 'Speakers')",11
2198,3,"('Keyboard', 'Monitor', 'Surge Protector')",10
2199,3,"('Keyboard', 'Monitor', 'Thermal Paste')",12
2200,3,"('Keyboard', 'Monitor', 'UPS')",16
2201,3,"('Keyboard', 'Monitor', 'USB Hub')",16
2202,3,"('Keyboard', 'Monitor', 'Webcam')",13
2203,3,"('Keyboard', 'Motherboard', 'Mouse')",18
2204,3,"('Keyboard', 'Motherboard', 'Network Card')",17
2205,3,"('Keyboard', 'Motherboard', 'Optical Drive')",17
2206,3,"('Keyboard', 'Motherboard', 'Power Supply')",15
2207,3,"('Keyboard', 'Motherboard', 'RAM')",17
2208,3,"('Keyboard', 'Motherboard', 'SSD')",20
2209,3,"('Keyboard', 'Motherboard', 'Sound Card')",22
2210,3,"('Keyboard', 'Motherboard', 'Speakers')",15
2211,3,"('Keyboard', 'Motherboard', 'Surge Protector')",14
2212,3,"('Keyboard', 'Motherboard', 'Thermal Paste')",14
2213,3,"('Keyboard', 'Motherboard', 'UPS')",19
2214,3,"('Keyboard', 'Motherboard', 'USB Hub')",18
2215,3,"('Keyboard', 'Motherboard', 'Webcam')",17
2216,3,"('Keyboard', 'Mouse', 'Network Card')",15
2217,3,"('Keyboard', 'Mouse', 'Optical Drive')",17
2218,3,"('Keyboard', 'Mouse', 'Power Supply')",16
2219,3,"('Keyboard', 'Mouse', 'RAM')",13
2220,3,"('Keyboard', 'Mouse', 'RGB Lighting')",16
2221,3,"('Keyboard', 'Mouse', 'SSD')",13
2222,3,"('Keyboard', 'Mouse', 'Sound Card')",16
2223,3,"('Keyboard', 'Mouse', 'Speakers')",20
2224,3,"('Keyboard', 'Mouse', 'Surge Protector')",15
2225,3,"('Keyboard', 'Mouse', 'Thermal Paste')",14
2226,3,"('Keyboard', 'Mouse', 'UPS')",16
2227,3,"('Keyboard', 'Mouse', 'USB Hub')",17
2228,3,"('Keyboard', 'Mouse', 'Webcam')",12
2229,3,"('Keyboard', 'Network Card', 'Optical Drive')",11
2230,3,"('Keyboard', 'Network Card', 'Power Supply')",11
2231,3,"('Keyboard', 'Network Card', 'RAM')",13
2232,3,"('Keyboard', 'Network Card', 'RGB Lighting')",12
2233,3,"('Keyboard', 'Network Card', 'SSD')",17
2234,3,"('Keyboard', 'Network Card', 'Sound Card')",21
2235,3,"('Keyboard', 'Network Card', 'Speakers')",13
2236,3,"('Keyboard', 'Network Card', 'Surge Protector')",16
2237,3,"('Keyboard', 'Network Card', 'Thermal Paste')",16
2238,3,"('Keyboard', 'Network Card', 'UPS')",13
2239,3,"('Keyboard', 'Network Card', 'USB Hub')",14
2240,3,"('Keyboard', 'Network Card', 'Webcam')",12
2241,3,"('Keyboard', 'Optical Drive', 'Power Supply')",17
2242,3,"('Keyboard', 'Optical Drive', 'RAM')",18
2243,3,"('Keyboard', 'Optical Drive', 'RGB Lighting')",12
2244,3,"('Keyboard', 'Optical Drive', 'SSD')",16
2245,3,"('Keyboard', 'Optical Drive', 'Sound Card')",20
2246,3,"('Keyboard', 'Optical Drive', 'Speakers')",13
2247,3,"('Keyboard', 'Optical Drive', 'Surge Protector')",13
2248,3,"('Keyboard', 'Optical Drive', 'Thermal Paste')",17
2249,3,"('Keyboard', 'Optical Drive', 'UPS')",14
2250,3,"('Keyboard', 'Optical Drive', 'USB Hub')",17
2251,3,"('Keyboard', 'Optical Drive', 'Webcam')",21
2252,3,"('Keyboard', 'Power Supply', 'RAM')",12
2253,3,"('Keyboard', 'Power Supply', 'RGB Lighting')",14
2254,3,"('Keyboard', 'Power Supply', 'SSD')",15
2255,3,"('Keyboard', 'Power Supply', 'Sound Card')",23
2256,3,"('Keyboard', 'Power Supply', 'Speakers')",18
2257,3,"('Keyboard', 'Power Supply', 'Surge Protector')",10
2258,3,"('Keyboard', 'Power Supply', 'Thermal Paste')",12
2259,3,"('Keyboard', 'Power Supply', 'UPS')",14
2260,3,"('Keyboard', 'Power Supply', 'USB Hub')",18
2261,3,"('Keyboard', 'Power Supply', 'Webcam')",14
2262,3,"('Keyboard', 'RAM', 'RGB Lighting')",14
2263,3,"('Keyboard', 'RAM', 'SSD')",18
2264,3,"('Keyboard', 'RAM', 'Sound Card')",18
2265,3,"('Keyboard', 'RAM', 'Speakers')",15
2266,3,"('Keyboard', 'RAM', 'Surge Protector')",16
2267,3,"('Keyboard', 'RAM', 'Thermal Paste')",12
2268,3,"('Keyboard', 'RAM', 'UPS')",20
2269,3,"('Keyboard', 'RAM', 'USB Hub')",17
2270,3,"('Keyboard', 'RAM', 'Webcam')",15
2271,3,"('Keyboard', 'RGB Lighting', 'SSD')",13
2272,3,"('Keyboard', 'RGB Lighting', 'Sound Card')",15
2273,3,"('Keyboard', 'RGB Lighting', 'Speakers')",13
2274,3,"('Keyboard', 'RGB Lighting', 'Surge Protector')",12
2275,3,"('Keyboard', 'RGB Lighting', 'Thermal Paste')",13
2276,3,"('Keyboard', 'RGB Lighting', 'UPS')",11
2277,3,"('Keyboard', 'RGB Lighting', 'USB Hub')",15
2278,3,"('Keyboard', 'RGB Lighting', 'Webcam')",12
2279,3,"('Keyboard', 'SSD', 'Sound Card')",19
2280,3,"('Keyboard', 'SSD', 'Speakers')",17
2281,3,"('Keyboard', 'SSD', 'Surge Protector')",16
2282,3,"('Keyboard', 'SSD', 'Thermal Paste')",12
2283,3,"('Keyboard', 'SSD', 'UPS')",15
2284,3,"('Keyboard', 'SSD', 'USB Hub')",21
2285,3,"('Keyboard', 'SSD', 'Webcam')",12
2286,3,"('Keyboard', 'Sound Card', 'Speakers')",19
2287,3,"('Keyboard', 'Sound Card', 'Thermal Paste')",20
2288,3,"('Keyboard', 'Sound Card', 'UPS')",18
2289,3,"('Keyboard', 'Sound Card', 'USB Hub')",14
2290,3,"('Keyboard', 'Sound Card', 'Webcam')",19
2291,3,"('Keyboard', 'Speakers', 'Surge Protector')",11
2292,3,"('Keyboard', 'Speakers', 'Thermal Paste')",18
2293,3,"('Keyboard', 'Speakers', 'UPS')",16
2294,3,"('Keyboard', 'Speakers', 'Webcam')",18
2295,3,"('Keyboard', 'Surge Protector', 'Thermal Paste')",14
2296,3,"('Keyboard', 'Surge Protector', 'UPS')",24
2297,3,"('Keyboard', 'Surge Protector', 'USB Hub')",17
2298,3,"('Keyboard', 'Surge Protector', 'Webcam')",17
2299,3,"('Keyboard', 'Thermal Paste', 'UPS')",13
2300,3,"('Keyboard', 'Thermal Paste', 'USB Hub')",17
2301,3,"('Keyboard', 'Thermal Paste', 'Webcam')",12
2302,3,"('Keyboard', 'UPS', 'USB Hub')",15
2303,3,"('Keyboard', 'UPS', 'Webcam')",18
2304,3,"('Keyboard', 'USB Hub', 'Webcam')",19
2305,3,"('Monitor', 'Motherboard', 'Mouse')",19
2306,3,"('Monitor', 'Motherboard', 'Network Card')",18
2307,3,"('Monitor', 'Motherboard', 'Optical Drive')",18
2308,3,"('Monitor', 'Motherboard', 'Power Supply')",12
2309,3,"('Monitor', 'Motherboard', 'RAM')",13
2310,3,"('Monitor', 'Motherboard', 'RGB Lighting')",12
2311,3,"('Monitor', 'Motherboard', 'SSD')",17
2312,3,"('Monitor', 'Motherboard', 'Sound Card')",16
2313,3,"('Monitor', 'Motherboard', 'Speakers')",17
2314,3,"('Monitor', 'Motherboard', 'Surge Protector')",15
2315,3,"('Monitor', 'Motherboard', 'Thermal Paste')",13
2316,3,"('Monitor', 'Motherboard', 'UPS')",17
2317,3,"('Monitor', 'Motherboard', 'USB Hub')",12
2318,3,"('Monitor', 'Motherboard', 'Webcam')",15
2319,3,"('Monitor', 'Mouse', 'Network Card')",14
2320,3,"('Monitor', 'Mouse', 'Optical Drive')",15
2321,3,"('Monitor', 'Mouse', 'Power Supply')",18
2322,3,"('Monitor', 'Mouse', 'RGB Lighting')",20
2323,3,"('Monitor', 'Mouse', 'SSD')",16
2324,3,"('Monitor', 'Mouse', 'Sound Card')",21
2325,3,"('Monitor', 'Mouse', 'Speakers')",19
2326,3,"('Monitor', 'Mouse', 'Surge Protector')",14
2327,3,"('Monitor', 'Mouse', 'Thermal Paste')",19
2328,3,"('Monitor', 'Mouse', 'UPS')",26
2329,3,"('Monitor', 'Mouse', 'USB Hub')",15
2330,3,"('Monitor', 'Mouse', 'Webcam')",15
2331,3,"('Monitor', 'Network Card', 'Optical Drive')",12
2332,3,"('Monitor', 'Network Card', 'RAM')",10
2333,3,"('Monitor', 'Network Card', 'RGB Lighting')",14
2334,3,"('Monitor', 'Network Card', 'SSD')",12
2335,3,"('Monitor', 'Network Card', 'Sound Card')",20
2336,3,"('Monitor', 'Network Card', 'Speakers')",18
2337,3,"('Monitor', 'Network Card', 'Surge Protector')",12
2338,3,"('Monitor', 'Network Card', 'Thermal Paste')",12
2339,3,"('Monitor', 'Network Card', 'UPS')",19
2340,3,"('Monitor', 'Network Card', 'USB Hub')",10
2341,3,"('Monitor', 'Network Card', 'Webcam')",14
2342,3,"('Monitor', 'Optical Drive', 'RGB Lighting')",14
2343,3,"('Monitor', 'Optical Drive', 'SSD')",23
2344,3,"('Monitor', 'Optical Drive', 'Sound Card')",20
2345,3,"('Monitor', 'Optical Drive', 'Speakers')",16
2346,3,"('Monitor', 'Optical Drive', 'Thermal Paste')",12
2347,3,"('Monitor', 'Optical Drive', 'UPS')",10
2348,3,"('Monitor', 'Optical Drive', 'USB Hub')",12
2349,3,"('Monitor', 'Optical Drive', 'Webcam')",22
2350,3,"('Monitor', 'Power Supply', 'RGB Lighting')",12
2351,3,"('Monitor', 'Power Supply', 'SSD')",17
2352,3,"('Monitor', 'Power Supply', 'Sound Card')",17
2353,3,"('Monitor', 'Power Supply', 'Speakers')",15
2354,3,"('Monitor', 'Power Supply', 'Surge Protector')",11
2355,3,"('Monitor', 'Power Supply', 'Thermal Paste')",14
2356,3,"('Monitor', 'Power Supply', 'UPS')",15
2357,3,"('Monitor', 'Power Supply', 'USB Hub')",19
2358,3,"('Monitor', 'Power Supply', 'Webcam')",12
2359,3,"('Monitor', 'RAM', 'SSD')",14
2360,3,"('Monitor', 'RAM', 'Sound Card')",19
2361,3,"('Monitor', 'RAM', 'Speakers')",13
2362,3,"('Monitor', 'RAM', 'Surge Protector')",14
2363,3,"('Monitor', 'RAM', 'Thermal Paste')",13
2364,3,"('Monitor', 'RAM', 'UPS')",14
2365,3,"('Monitor', 'RGB Lighting', 'SSD')",15
2366,3,"('Monitor', 'RGB Lighting', 'Sound Card')",15
2367,3,"('Monitor', 'RGB Lighting', 'Speakers')",15
2368,3,"('Monitor', 'RGB Lighting', 'Surge Protector')",16
2369,3,"('Monitor', 'RGB Lighting', 'Thermal Paste')",12
2370,3,"('Monitor', 'RGB Lighting', 'UPS')",20
2371,3,"('Monitor', 'RGB Lighting', 'USB Hub')",17
2372,3,"('Monitor', 'RGB Lighting', 'Webcam')",14
2373,3,"('Monitor', 'SSD', 'Sound Card')",18
2374,3,"('Monitor', 'SSD', 'Speakers')",18
2375,3,"('Monitor', 'SSD', 'Surge Protector')",14
2376,3,"('Monitor', 'SSD', 'Thermal Paste')",18
2377,3,"('Monitor', 'SSD', 'UPS')",12
2378,3,"('Monitor', 'SSD', 'USB Hub')",16
2379,3,"('Monitor', 'SSD', 'Webcam')",14
2380,3,"('Monitor', 'Sound Card', 'Speakers')",15
2381,3,"('Monitor', 'Sound Card', 'Surge Protector')",10
2382,3,"('Monitor', 'Sound Card', 'Thermal Paste')",18
2383,3,"('Monitor', 'Sound Card', 'UPS')",23
2384,3,"('Monitor', 'Sound Card', 'USB Hub')",16
2385,3,"('Monitor', 'Sound Card', 'Webcam')",19
2386,3,"('Monitor', 'Speakers', 'Surge Protector')",10
2387,3,"('Monitor', 'Speakers', 'Thermal Paste')",16
2388,3,"('Monitor', 'Speakers', 'UPS')",15
2389,3,"('Monitor', 'Speakers', 'USB Hub')",19
2390,3,"('Monitor', 'Speakers', 'Webcam')",15
2391,3,"('Monitor', 'Surge Protector', 'Thermal Paste')",10
2392,3,"('Monitor', 'Surge Protector', 'UPS')",21
2393,3,"('Monitor', 'Surge Protector', 'USB Hub')",12
2394,3,"('Monitor', 'Surge Protector', 'Webcam')",11
2395,3,"('Monitor', 'Thermal Paste', 'UPS')",18
2396,3,"('Monitor', 'Thermal Paste', 'USB Hub')",10
